Index,Type,SpellChecker,Incorrect,Correct,Prediction,Levenshtein Distance,Accuracy,Exact Match
11,sentence,PySpellChecker,tv lpna to cut reigonla jobs union,tv plan to cut regional jobs union,to long to cut regional jobs union,0.14705882352941177,85.29411764705883,False
11,sentence,TextBlob,tv lpna to cut reigonla jobs union,tv plan to cut regional jobs union,to long to cut regional jobs union,0.14705882352941177,85.29411764705883,False
11,sentence,SymSpell,tv lpna to cut reigonla jobs union,tv plan to cut regional jobs union,to luna to cut regional jobs union,0.14705882352941177,85.29411764705883,False
11,sentence,PyEnchant,tv lpna to cut reigonla jobs union,tv plan to cut regional jobs union,TV plan to cut religion jobs union,0.20588235294117646,79.41176470588235,False
12,sentence,PySpellChecker,iraq mortar strike sfss 11 kLkled,iraq mortar strike sees 11 killed,iraq mortar strike sass 11 killed,0.06060606060606061,93.93939393939394,False
12,sentence,TextBlob,iraq mortar strike sfss 11 kLkled,iraq mortar strike sees 11 killed,ran mortar strike less 11 killed,0.9375,6.0606060606060606,False
12,sentence,SymSpell,iraq mortar strike sfss 11 kLkled,iraq mortar strike sees 11 killed,iraq mortar strike sass of killed,0.12121212121212122,87.87878787878788,False
12,sentence,PyEnchant,iraq mortar strike sfss 11 kLkled,iraq mortar strike sees 11 killed,Iraq mortar strike sass 11 knuckled,0.24242424242424243,75.75757575757575,False
13,sentence,PySpellChecker,copnamblS orphans lay parents to red%,coonamble orphans lay parents to rest,copnamblS orphans lay parents to red,0.08333333333333333,89.1891891891892,False
13,sentence,TextBlob,copnamblS orphans lay parents to red%,coonamble orphans lay parents to rest,copnamblS orphans lay parents to red%,0.10810810810810811,89.1891891891892,False
13,sentence,SymSpell,copnamblS orphans lay parents to red%,coonamble orphans lay parents to rest,copnamblS orphans lay parents to red,0.08333333333333333,89.1891891891892,False
13,sentence,PyEnchant,copnamblS orphans lay parents to red%,coonamble orphans lay parents to rest,amblyoscope orphans lay parents to red,1.0,0.0,False
14,sentence,PySpellChecker,brocons aiming for top four finish ayss kelly,broncos aiming for top four finish says kelly,protons aiming for top four finish ass kelly,0.2727272727272727,71.11111111111111,False
14,sentence,TextBlob,brocons aiming for top four finish ayss kelly,broncos aiming for top four finish says kelly,brooks aiming for top four finish abyss belly,0.8,20.0,False
14,sentence,SymSpell,brocons aiming for top four finish ayss kelly,broncos aiming for top four finish says kelly,brooks aiming for top four finish ass kelly,0.9069767441860465,8.88888888888889,False
14,sentence,PyEnchant,brocons aiming for top four finish ayss kelly,broncos aiming for top four finish says kelly,broncos aiming for top four finish ass kelly,0.18181818181818182,80.0,False
15,sentence,PySpellChecker,rina sentences omsuqe bombers to death reprto,iran sentences mosque bombers to death report,ring sentences mosque bombers to death repro,0.13636363636363635,84.44444444444444,False
15,sentence,TextBlob,rina sentences omsuqe bombers to death reprto,iran sentences mosque bombers to death report,ring sentences mosque combers to death report,0.1111111111111111,88.88888888888889,False
15,sentence,SymSpell,rina sentences omsuqe bombers to death reprto,iran sentences mosque bombers to death report,ring sentences mosque bombers to death repro,0.13636363636363635,84.44444444444444,False
15,sentence,PyEnchant,rina sentences omsuqe bombers to death reprto,iran sentences mosque bombers to death report,rani sentences omasum bombers to death repro,0.25,73.33333333333333,False
16,sentence,PySpellChecker,aydneU man shL6 at in neighbourj0od row,sydney man shot at in neighbourhood row,adieu man she at in neighbourj0od row,0.972972972972973,2.564102564102564,False
16,sentence,TextBlob,aydneU man shL6 at in neighbourj0od row,sydney man shot at in neighbourhood row,sydney man she at in neighbourhood row,0.631578947368421,35.8974358974359,False
16,sentence,SymSpell,aydneU man shL6 at in neighbourj0od row,sydney man shot at in neighbourhood row,sydney man she at in neighbourhood row,0.631578947368421,35.8974358974359,False
16,sentence,PyEnchant,aydneU man shL6 at in neighbourj0od row,sydney man shot at in neighbourhood row,Haydn man Shluh at in neighborhood row,0.6052631578947368,38.46153846153847,False
17,sentence,PySpellChecker,coronavirus ausFFalia live updates f<og victoria jobkewped,coronavirus australia live updates blog victoria jobkeeper,coronavirus australia live updates fog victoria jobkewped,0.38596491228070173,60.3448275862069,False
17,sentence,TextBlob,coronavirus ausFFalia live updates f<og victoria jobkewped,coronavirus australia live updates blog victoria jobkeeper,coronavirus australia live updated f<of victoria jobkewped,0.10344827586206896,89.65517241379311,False
17,sentence,SymSpell,coronavirus ausFFalia live updates f<og victoria jobkewped,coronavirus australia live updates blog victoria jobkeeper,coronavirus australia live updates frog victoria jobkewped,0.06896551724137931,93.10344827586206,False
17,sentence,PyEnchant,coronavirus ausFFalia live updates f<og victoria jobkewped,coronavirus australia live updates blog victoria jobkeeper,corona virus Australia live updates fog victoria jobkewped,0.5689655172413793,43.103448275862064,False
18,sentence,PySpellChecker,herculian prince cops c&Ls pemaltg,herculian prince cops cups penalty,herculean prince cops cols penalty,0.08823529411764706,91.17647058823529,False
18,sentence,TextBlob,herculian prince cops c&Ls pemaltg,herculian prince cops cups penalty,herculean prince corps c&Is penalty,0.47058823529411764,52.94117647058824,False
18,sentence,SymSpell,herculian prince cops c&Ls pemaltg,herculian prince cops cups penalty,herculean prince cops cars penalty,0.08823529411764706,91.17647058823529,False
18,sentence,PyEnchant,herculian prince cops c&Ls pemaltg,herculian prince cops cups penalty,herculean prince cops cols malapert,0.2647058823529412,73.52941176470588,False
19,sentence,PySpellChecker,share jarmet set for xlee(y start,share market set for sleepy start,share armet set for sleepy start,0.78125,21.21212121212121,False
19,sentence,TextBlob,share jarmet set for xlee(y start,share market set for sleepy start,share james set for lee(y start,0.7741935483870968,21.21212121212121,False
19,sentence,SymSpell,share jarmet set for xlee(y start,share market set for sleepy start,share market set for sleepy start,0.0,100.0,True
19,sentence,PyEnchant,share jarmet set for xlee(y start,share market set for sleepy start,share armet set for xlee(y start,0.78125,21.21212121212121,False
20,sentence,PySpellChecker,bDnn4tt atayinT at knights report,bennett staying at knights report,bDnn4tt staying at knights report,0.06060606060606061,93.93939393939394,False
20,sentence,TextBlob,bDnn4tt atayinT at knights report,bennett staying at knights report,bennett staying at knights report,0.0,100.0,True
20,sentence,SymSpell,bDnn4tt atayinT at knights report,bennett staying at knights report,bennett staying at knights report,0.0,100.0,True
20,sentence,PyEnchant,bDnn4tt atayinT at knights report,bennett staying at knights report,bDnn4tt attaint at knights report,0.18181818181818182,81.81818181818183,False
21,sentence,PySpellChecker,bgenRia to miss opening wa&llambies tests,genia to miss opening wallabies tests,biennia to miss opening wallabies tests,0.9459459459459459,5.405405405405405,False
21,sentence,TextBlob,bgenRia to miss opening wa&llambies tests,genia to miss opening wallabies tests,bgenRia to miss opening wa&llambies tests,0.918918918918919,8.108108108108109,False
21,sentence,SymSpell,bgenRia to miss opening wa&llambies tests,genia to miss opening wallabies tests,bgenRia to miss opening wallabies tests,0.9459459459459459,5.405405405405405,False
21,sentence,PyEnchant,bgenRia to miss opening wa&llambies tests,genia to miss opening wallabies tests,Nigeria to miss opening wallabies tests,0.9459459459459459,5.405405405405405,False
22,sentence,PySpellChecker,imlliosn oslt billing scams banks not checking cacuont names,millions lost billing scams banks not checking account names,million out billing scams banks not checking account names,0.8793103448275862,11.666666666666666,False
22,sentence,TextBlob,imlliosn oslt billing scams banks not checking cacuont names,millions lost billing scams banks not checking account names,millions out filling scars banks not checking account names,0.8135593220338984,18.333333333333332,False
22,sentence,SymSpell,imlliosn oslt billing scams banks not checking cacuont names,millions lost billing scams banks not checking account names,million oslo billing scams banks not checking account names,0.847457627118644,15.0,False
22,sentence,PyEnchant,imlliosn oslt billing scams banks not checking cacuont names,millions lost billing scams banks not checking account names,implosion slot billing scams banks not checking Canton names,0.8666666666666667,13.333333333333334,False
23,sentence,PySpellChecker,pm up beat baotu wtear control apln,pm up beat about water control plan,am up beat about wear control all,0.45454545454545453,51.42857142857142,False
23,sentence,TextBlob,pm up beat baotu wtear control apln,pm up beat about water control plan,pm up beat about wear control all,0.42424242424242425,54.285714285714285,False
23,sentence,SymSpell,pm up beat baotu wtear control apln,pm up beat about water control plan,pm up beat bantu wear control all,0.5757575757575758,40.0,False
23,sentence,PyEnchant,pm up beat baotu wtear control apln,pm up beat about water control plan,pm up beat about wear control plan,0.47058823529411764,51.42857142857142,False
24,sentence,PySpellChecker,*reykjav6ik zstGocks plunge 76pc on re op1eninBg,reykjavik stocks plunge 76pc on re opening,*reykjav6ik stocks plunge 76pc on re opening,0.9761904761904762,2.380952380952381,False
24,sentence,TextBlob,*reykjav6ik zstGocks plunge 76pc on re op1eninBg,reykjavik stocks plunge 76pc on re opening,*reykjav6ik stocks plunge 76pc on re opening,0.9761904761904762,2.380952380952381,False
24,sentence,SymSpell,*reykjav6ik zstGocks plunge 76pc on re op1eninBg,reykjavik stocks plunge 76pc on re opening,reykjavik stocks plunge pc on re opening,0.375,59.523809523809526,False
24,sentence,PyEnchant,*reykjav6ik zstGocks plunge 76pc on re op1eninBg,reykjavik stocks plunge 76pc on re opening,Reykjavik stocks plunge 76pc on re opening,0.023809523809523808,97.61904761904762,False
25,sentence,PySpellChecker,govt ruegd to continue scholoeis role,govt urged to continue schoolies role,got rued to continue scholoeis role,0.8857142857142857,10.81081081081081,False
25,sentence,TextBlob,govt ruegd to continue scholoeis role,govt urged to continue schoolies role,got red to continue scholoeis role,0.8529411764705882,13.513513513513514,False
25,sentence,SymSpell,govt ruegd to continue scholoeis role,govt urged to continue schoolies role,govt rued to continue scholoeis role,0.8055555555555556,18.91891891891892,False
25,sentence,PyEnchant,govt ruegd to continue scholoeis role,govt urged to continue schoolies role,govt rued to continue scholiast role,0.8611111111111112,13.513513513513514,False
26,sentence,PySpellChecker,us fl2xRs muscles as asia worries anou6 woJth china sea row,us flexes muscles as asia worries about south china sea row,us floors muscles as aria worries about worth china sea row,0.1016949152542373,89.83050847457628,False
26,sentence,TextBlob,us fl2xRs muscles as asia worries anou6 woJth china sea row,us flexes muscles as asia worries about south china sea row,us fl2xRs muscles as asia worries about worth china sea row,0.06779661016949153,93.22033898305084,False
26,sentence,SymSpell,us fl2xRs muscles as asia worries anou6 woJth china sea row,us flexes muscles as asia worries about south china sea row,us fluxes muscles as asia worries about worth china sea row,0.05084745762711865,94.91525423728814,False
26,sentence,PyEnchant,us fl2xRs muscles as asia worries anou6 woJth china sea row,us flexes muscles as asia worries about south china sea row,us flexors muscles as Asia worries Anouilh worth china sea row,0.847457627118644,15.254237288135593,False
27,sentence,PySpellChecker,hIvt dedendw affordable housing delay,govt defends affordable housing delay,hit defend affordable housing delay,1.0,0.0,False
27,sentence,TextBlob,hIvt dedendw affordable housing delay,govt defends affordable housing delay,have depends unfordable housing delay,0.16216216216216217,83.78378378378379,False
27,sentence,SymSpell,hIvt dedendw affordable housing delay,govt defends affordable housing delay,have depends affordable housing delay,0.10810810810810811,89.1891891891892,False
27,sentence,PyEnchant,hIvt dedendw affordable housing delay,govt defends affordable housing delay,hit defended affordable housing delay,0.32432432432432434,67.56756756756756,False
28,sentence,PySpellChecker,country nsw edpserate for odctosr,country nsw desperate for doctors,country now desperate for doctor,0.03125,93.93939393939394,False
28,sentence,TextBlob,country nsw edpserate for odctosr,country nsw desperate for doctors,country now desperate for doctor,0.03125,93.93939393939394,False
28,sentence,SymSpell,country nsw edpserate for odctosr,country nsw desperate for doctors,country new desperate for doctor,0.03125,93.93939393939394,False
28,sentence,PyEnchant,country nsw edpserate for odctosr,country nsw desperate for doctors,country new serrate for ectosarc,0.59375,39.39393939393939,False
29,sentence,PySpellChecker,ma$rtk kavanagh danny obrien win cobalt ban Aap@peal at Pvca*t,mark kavanagh danny obrien win cobalt ban appeal at vcat,mark kavanagh nanny brief win cobalt ban appeal at Pvca*t,0.5892857142857143,41.07142857142857,False
29,sentence,TextBlob,ma$rtk kavanagh danny obrien win cobalt ban Aap@peal at Pvca*t,mark kavanagh danny obrien win cobalt ban appeal at vcat,ma$to kavanagh dandy brief win coat ban Cap@peal at Va*t,0.5892857142857143,41.07142857142857,False
29,sentence,SymSpell,ma$rtk kavanagh danny obrien win cobalt ban Aap@peal at Pvca*t,mark kavanagh danny obrien win cobalt ban appeal at vcat,mark kavanagh danny brief win cobalt ban appeal at Pvca*t,0.5714285714285714,42.857142857142854,False
29,sentence,PyEnchant,ma$rtk kavanagh danny obrien win cobalt ban Aap@peal at Pvca*t,mark kavanagh danny obrien win cobalt ban appeal at vcat,mart Havanan Danny O'Brien win cobalt ban Appeal at Pvca*t,0.30357142857142855,69.64285714285714,False
30,sentence,PySpellChecker,contempt of cotur charge aganits paper rdopped,contempt of court charge against paper dropped,contempt of your charge against paper dropped,0.6444444444444445,34.78260869565217,False
30,sentence,TextBlob,contempt of cotur charge aganits paper rdopped,contempt of court charge against paper dropped,contempt of coeur charge against paper dropped,0.06521739130434782,93.47826086956522,False
30,sentence,SymSpell,contempt of cotur charge aganits paper rdopped,contempt of court charge against paper dropped,contempt of your charge against paper dropped,0.6444444444444445,34.78260869565217,False
30,sentence,PyEnchant,contempt of cotur charge aganits paper rdopped,contempt of court charge against paper dropped,contempt of court charge aga nits paper dropped,0.32608695652173914,67.3913043478261,False
31,sentence,PySpellChecker,gloucester jo6inJs fight for sh(arBe of nsw nminin5g,gloucester joins fight for share of nsw mining,gloucester joins fight for share of now mining,0.021739130434782608,97.82608695652173,False
31,sentence,TextBlob,gloucester jo6inJs fight for sh(arBe of nsw nminin5g,gloucester joins fight for share of nsw mining,gloucester joints fight for s(are of now mining,0.6739130434782609,32.608695652173914,False
31,sentence,SymSpell,gloucester jo6inJs fight for sh(arBe of nsw nminin5g,gloucester joins fight for share of nsw mining,gloucester joins fight for share of new mining,0.021739130434782608,97.82608695652173,False
31,sentence,PyEnchant,gloucester jo6inJs fight for sh(arBe of nsw nminin5g,gloucester joins fight for share of nsw mining,Gloucester joins fight for sherbet of new mining,0.32608695652173914,67.3913043478261,False
32,sentence,PySpellChecker,patients !Arned of co^Mterfeit drugs,patients warned of counterfeit drugs,patients warned of counterfeit drugs,0.0,100.0,True
32,sentence,TextBlob,patients !Arned of co^Mterfeit drugs,patients warned of counterfeit drugs,patients !Turned of co^Mterfeit drugs,0.75,25.0,False
32,sentence,SymSpell,patients !Arned of co^Mterfeit drugs,patients warned of counterfeit drugs,patients turned of counterfeit drugs,0.05555555555555555,94.44444444444444,False
32,sentence,PyEnchant,patients !Arned of co^Mterfeit drugs,patients warned of counterfeit drugs,patients earned of counterfeiter drugs,0.19444444444444445,80.55555555555556,False
33,sentence,PySpellChecker,blasts ikll 83 in eygptain red sea rserot,blasts kill 83 in egyptian red sea resort,blasts kill 83 in eygptain red sea resort,0.0975609756097561,90.2439024390244,False
33,sentence,TextBlob,blasts ikll 83 in eygptain red sea rserot,blasts kill 83 in egyptian red sea resort,blasts ill 83 in egyptian red sea resort,0.8,19.51219512195122,False
33,sentence,SymSpell,blasts ikll 83 in eygptain red sea rserot,blasts kill 83 in egyptian red sea resort,blasts kill of in egyptian red sea resort,0.04878048780487805,95.1219512195122,False
33,sentence,PyEnchant,blasts ikll 83 in eygptain red sea rserot,blasts kill 83 in egyptian red sea resort,blasts kill 83 in eyestrain red sea trousers,0.4634146341463415,53.65853658536586,False
34,sentence,PySpellChecker,ablrigijal land councils push for mo%thern teGgitory treaty,aboriginal land councils push for northern territory treaty,aboriginal land councils push for mother territory treaty,0.38596491228070173,59.32203389830508,False
34,sentence,TextBlob,ablrigijal land councils push for mo%thern teGgitory treaty,aboriginal land councils push for northern territory treaty,ablrigijal land councils push for mo%there territory treaty,0.0847457627118644,91.52542372881356,False
34,sentence,SymSpell,ablrigijal land councils push for mo%thern teGgitory treaty,aboriginal land councils push for northern territory treaty,aboriginal land councils push for mother territory treaty,0.38596491228070173,59.32203389830508,False
34,sentence,PyEnchant,ablrigijal land councils push for mo%thern teGgitory treaty,aboriginal land councils push for northern territory treaty,Aboriginal land councils push for northern Territory treaty,0.03389830508474576,96.61016949152543,False
35,sentence,PySpellChecker,obama rteRassurances over c1hroysler,obama reassurances over chrysler,mama reassurances over c1hroysler,0.90625,9.375,False
35,sentence,TextBlob,obama rteRassurances over c1hroysler,obama reassurances over chrysler,drama rteRassurances over c1hroysler,0.84375,15.625,False
35,sentence,SymSpell,obama rteRassurances over c1hroysler,obama reassurances over chrysler,obama reassurances over chrysler,0.0,100.0,True
35,sentence,PyEnchant,obama rteRassurances over c1hroysler,obama reassurances over chrysler,Obama assurances over Chrysler,0.8333333333333334,15.625,False
36,sentence,PySpellChecker,beWr short short documentary acceptance Epeedh,best short short documentary acceptance speech,bear short short documentary acceptance speed,0.06666666666666667,91.30434782608695,False
36,sentence,TextBlob,beWr short short documentary acceptance Epeedh,best short short documentary acceptance speech,bear short short documentary acceptance Speech,0.06521739130434782,93.47826086956522,False
36,sentence,SymSpell,beWr short short documentary acceptance Epeedh,best short short documentary acceptance speech,bear short short documentary acceptance speed,0.06666666666666667,91.30434782608695,False
36,sentence,PyEnchant,beWr short short documentary acceptance Epeedh,best short short documentary acceptance speech,beer short short documentary acceptance Epee,0.06818181818181818,89.13043478260869,False
37,sentence,PySpellChecker,aust sodliesr cleared vore airq bodyguard shooting,aust soldiers cleared over iraq bodyguard shooting,just soldiers cleared more air bodyguard shooting,0.5306122448979592,46.0,False
37,sentence,TextBlob,aust sodliesr cleared vore airq bodyguard shooting,aust soldiers cleared over iraq bodyguard shooting,must soldiers cleared more air bodyguard shooting,0.5306122448979592,46.0,False
37,sentence,SymSpell,aust sodliesr cleared vore airq bodyguard shooting,aust soldiers cleared over iraq bodyguard shooting,aust soldiers cleared more air bodyguard shooting,0.5102040816326531,48.0,False
37,sentence,PyEnchant,aust sodliesr cleared vore airq bodyguard shooting,aust soldiers cleared over iraq bodyguard shooting,Aust friendlies cleared over air bodyguard shooting,0.88,12.0,False
38,sentence,PySpellChecker,smthi anticipating improved kiwis performance,smith anticipating improved kiwis performance,sushi anticipating improved kiwis performance,0.08888888888888889,91.11111111111111,False
38,sentence,TextBlob,smthi anticipating improved kiwis performance,smith anticipating improved kiwis performance,smith anticipating improved kiss performance,0.3181818181818182,66.66666666666666,False
38,sentence,SymSpell,smthi anticipating improved kiwis performance,smith anticipating improved kiwis performance,smith anticipating improved kiwis performance,0.0,100.0,True
38,sentence,PyEnchant,smthi anticipating improved kiwis performance,smith anticipating improved kiwis performance,smith anticipating improved kiwis performance,0.0,100.0,True
39,sentence,PySpellChecker,un nuclear watchdog idse in car acciedtn,un nuclear watchdog dies in car accident,in nuclear watchdog idle in car accident,0.125,87.5,False
39,sentence,TextBlob,un nuclear watchdog idse in car acciedtn,un nuclear watchdog dies in car accident,un nuclear watchdog idle in car accident,0.1,90.0,False
39,sentence,SymSpell,un nuclear watchdog idse in car acciedtn,un nuclear watchdog dies in car accident,in nuclear watchdog idle in car accident,0.125,87.5,False
39,sentence,PyEnchant,un nuclear watchdog idse in car acciedtn,un nuclear watchdog dies in car accident,UN nuclear watchdog ides in car accident,0.1,90.0,False
40,sentence,PySpellChecker,hicks at breaking point assy lawyer,hicks at breaking point says lawyer,hicks at breaking point ass lawyer,0.29411764705882354,68.57142857142857,False
40,sentence,TextBlob,hicks at breaking point assy lawyer,hicks at breaking point says lawyer,licks at breaking point ass lawyer,0.3235294117647059,65.71428571428571,False
40,sentence,SymSpell,hicks at breaking point assy lawyer,hicks at breaking point says lawyer,hicks at breaking point ass lawyer,0.29411764705882354,68.57142857142857,False
40,sentence,PyEnchant,hicks at breaking point assy lawyer,hicks at breaking point says lawyer,hicks at breaking point says lawyer,0.0,100.0,True
41,sentence,PySpellChecker,uastraila to host spain in cup ifanl,australia to host spain in cup final,australia to host spain in cup fall,0.08571428571428572,88.88888888888889,False
41,sentence,TextBlob,uastraila to host spain in cup ifanl,australia to host spain in cup final,australia to host spain in cup fall,0.08571428571428572,88.88888888888889,False
41,sentence,SymSpell,uastraila to host spain in cup ifanl,australia to host spain in cup final,australia to host spain in cup final,0.0,100.0,True
41,sentence,PyEnchant,uastraila to host spain in cup ifanl,australia to host spain in cup final,Australasia to host Spain in cup fantail,0.8055555555555556,19.444444444444446,False
42,sentence,PySpellChecker,elcetvie srugrey wiaitng times longest in act,elective surgery waiting times longest in act,elective surgery waiting times longest in act,0.0,100.0,True
42,sentence,TextBlob,elcetvie srugrey wiaitng times longest in act,elective surgery waiting times longest in act,elective surgery waiting times longest in act,0.0,100.0,True
